idx,street,postcode,housenumber,lon,lat
819726,Glarbjergvej,8920,20,10.018446,56.477869
819727,Glarbjergvej,8920,22,10.018725,56.477965
819728,Glarbjergvej,8920,24,10.019083,56.478016
819729,Glarbjergvej,8920,26,10.019425,56.478041
819730,Glarbjergvej,8920,28,10.019621,56.478102
819731,Glarbjergvej,8920,30,10.01998,56.478153
819732,Glarbjergvej,8920,31,10.021635,56.478723
819733,Glarbjergvej,8920,32,10.02073,56.478264
819734,Glarbjergvej,8920,34,10.021675,56.478373
819735,Glarbjergvej,8920,35,10.022388,56.478924
819736,Glarbjergvej,8920,36,10.02205,56.47845
819737,Glarbjergvej,8920,38,10.022376,56.478493
819738,Glarbjergvej,8920,39,10.023085,56.478918
819739,Glarbjergvej,8920,40,10.022717,56.478499
819740,Glarbjergvej,8920,41,10.023361,56.478916
819741,Glarbjergvej,8920,42,10.022946,56.478578
819742,Glarbjergvej,8920,44,10.023402,56.478619
819743,Glarbjergvej,8920,45,10.024617,56.479103
819744,Glarbjergvej,8920,46,10.023744,56.47867
819745,Glarbjergvej,8920,47,10.024894,56.479146
819746,Glarbjergvej,8920,51,10.025285,56.479214
820206,Majsvangen,8920,1,10.015386,56.486681
820207,Majsvangen,8920,2,10.015262,56.486323
820208,Majsvangen,8920,3,10.015516,56.486689
820209,Majsvangen,8920,4,10.015392,56.486322
820210,Majsvangen,8920,5,10.015679,56.486733
820211,Majsvangen,8920,6,10.015506,56.486312
820212,Majsvangen,8920,7,10.015793,56.486732
820213,Majsvangen,8920,8,10.01562,56.48632
820214,Majsvangen,8920,9,10.016245,56.486629
820215,Majsvangen,8920,10,10.015815,56.486336
820216,Majsvangen,8920,11,10.016343,56.486637
820217,Majsvangen,8920,12,10.015912,56.486308
820218,Majsvangen,8920,13,10.016504,56.486609
820219,Majsvangen,8920,14,10.016041,56.486289
820220,Majsvangen,8920,15,10.016618,56.486617
820221,Majsvangen,8920,16,10.016137,56.486244
820222,Majsvangen,8920,17,10.016766,56.486688
820223,Majsvangen,8920,18,10.016316,56.486242
820224,Majsvangen,8920,19,10.016896,56.486696
820225,Majsvangen,8920,20,10.016446,56.486241
820226,Majsvangen,8920,21,10.01701,56.486677
820227,Majsvangen,8920,22,10.01656,56.486267
820228,Majsvangen,8920,23,10.017107,56.486685
820229,Majsvangen,8920,24,10.016674,56.486275
820230,Majsvangen,8920,25,10.017221,56.486693
820231,Majsvangen,8920,26,10.016838,56.486328
820232,Majsvangen,8920,27,10.017571,56.487023
820233,Majsvangen,8920,28,10.016952,56.486336
820234,Majsvangen,8920,29,10.017589,56.487085
820235,Majsvangen,8920,30,10.017066,56.486344
820236,Majsvangen,8920,31,10.017574,56.487148
820237,Majsvangen,8920,32,10.017179,56.486325
820238,Majsvangen,8920,33,10.017576,56.487211
820239,Majsvangen,8920,34,10.017374,56.48635
820240,Majsvangen,8920,35,10.017124,56.487332
820241,Majsvangen,8920,36,10.017441,56.486404
820242,Majsvangen,8920,37,10.016994,56.487324
820243,Majsvangen,8920,38,10.017507,56.486448
820244,Majsvangen,8920,39,10.01688,56.487316
820245,Majsvangen,8920,40,10.017737,56.486563
820246,Majsvangen,8920,41,10.016766,56.48729
820247,Majsvangen,8920,42,10.017851,56.486553
820248,Majsvangen,8920,43,10.015857,56.487297
820249,Majsvangen,8920,44,10.017965,56.486561
820250,Majsvangen,8920,45,10.015871,56.487234
820251,Majsvangen,8920,46,10.018078,56.48656
820252,Majsvangen,8920,47,10.015952,56.487198
820253,Majsvangen,8920,48,10.018244,56.486694
820254,Majsvangen,8920,49,10.015967,56.487153
820255,Majsvangen,8920,50,10.018278,56.486747
820256,Majsvangen,8920,51,10.015949,56.487099
820257,Majsvangen,8920,52,10.018279,56.486792
820258,Majsvangen,8920,53,10.015705,56.487074
820259,Majsvangen,8920,54,10.018264,56.486837
820260,Majsvangen,8920,55,10.015607,56.487066
820261,Majsvangen,8920,56,10.018218,56.48691
820262,Majsvangen,8920,57,10.01551,56.487067
820263,Majsvangen,8920,58,10.018202,56.486946
820264,Majsvangen,8920,59,10.015347,56.487077
820265,Majsvangen,8920,60,10.018203,56.486991
820266,Majsvangen,8920,61,10.015333,56.487131
820267,Majsvangen,8920,62,10.018188,56.487036
820268,Majsvangen,8920,63,10.015334,56.487176
820269,Majsvangen,8920,64,10.018093,56.487117
820270,Majsvangen,8920,65,10.015288,56.487284
820271,Majsvangen,8920,66,10.018127,56.487171
820272,Majsvangen,8920,67,10.01537,56.48731
820273,Majsvangen,8920,68,10.018128,56.487225
820274,Majsvangen,8920,69,10.015468,56.487318
820275,Majsvangen,8920,70,10.018064,56.487261
820276,Majsvangen,8920,71,10.015533,56.487318
820277,Majsvangen,8920,72,10.018066,56.487306
820278,Majsvangen,8920,74,10.018051,56.487351
820279,Majsvangen,8920,76,10.018052,56.487414
820280,Majsvangen,8920,78,10.017974,56.487523
820281,Majsvangen,8920,80,10.017894,56.48755
820282,Majsvangen,8920,82,10.01783,56.487587
820283,Majsvangen,8920,84,10.017765,56.487614
820284,Majsvangen,8920,86,10.017604,56.48766
820285,Majsvangen,8920,88,10.017507,56.487652
820286,Majsvangen,8920,90,10.017409,56.487662
820287,Majsvangen,8920,92,10.017328,56.487654
820288,Majsvangen,8920,94,10.017263,56.487654
820289,Majsvangen,8920,96,10.017115,56.487592
820290,Majsvangen,8920,98,10.017017,56.487584
820291,Majsvangen,8920,100,10.016937,56.487603
820292,Majsvangen,8920,102,10.016855,56.487577
820293,Majsvangen,8920,104,10.016548,56.487642
820294,Majsvangen,8920,106,10.016534,56.487714
820295,Majsvangen,8920,108,10.016537,56.48784
820296,Majsvangen,8920,110,10.016457,56.487867
820297,Majsvangen,8920,112,10.016393,56.487904
820298,Majsvangen,8920,114,10.016231,56.487941
820299,Majsvangen,8920,116,10.016118,56.487933
820300,Majsvangen,8920,118,10.015955,56.487934
820301,Majsvangen,8920,120,10.015953,56.487872
820302,Majsvangen,8920,122,10.015968,56.487809
820303,Majsvangen,8920,124,10.015786,56.487693
820304,Majsvangen,8920,126,10.0159,56.487701
820305,Majsvangen,8920,128,10.01603,56.487691
820306,Majsvangen,8920,130,10.015572,56.487578
820307,Majsvangen,8920,132,10.015558,56.487641
820308,Majsvangen,8920,134,10.015591,56.487677
820309,Majsvangen,8920,136,10.015543,56.487722
820310,Majsvangen,8920,138,10.015628,56.487856
820311,Majsvangen,8920,140,10.015514,56.487848
820312,Majsvangen,8920,142,10.015337,56.487913
820313,Majsvangen,8920,144,10.015255,56.487886
820314,Majsvangen,8920,146,10.015175,56.487905
820315,Majsvangen,8920,148,10.015125,56.487878
820316,Majsvangen,8920,150,10.015028,56.487861
820317,Majsvangen,8920,152,10.015154,56.487725
820318,Majsvangen,8920,154,10.015168,56.487662
820319,Ved Byskellet,8920,1,10.008007,56.480946
820320,Ved Byskellet,8920,3,10.008199,56.480819
820321,Ved Byskellet,8920,4,10.007157,56.481348
820322,Ved Byskellet,8920,5,10.008374,56.480691
820323,Ved Byskellet,8920,6,10.006959,56.481224
820324,Ved Byskellet,8920,7,10.008565,56.480564
820325,Ved Byskellet,8920,8,10.006728,56.4811
820326,Ved Byskellet,8920,9,10.007464,56.480654
820327,Ved Byskellet,8920,10,10.006402,56.481031
820328,Ved Byskellet,8920,11,10.007623,56.480536
820329,Ved Byskellet,8920,12,10.006267,56.480834
820330,Ved Byskellet,8920,13,10.007814,56.480409
820331,Ved Byskellet,8920,14,10.005854,56.480577
820332,Ved Byskellet,8920,15,10.007989,56.480281
820333,Ved Byskellet,8920,17,10.006904,56.480371
820334,Ved Byskellet,8920,18,10.005213,56.480295
820335,Ved Byskellet,8920,19,10.007079,56.480244
820336,Ved Byskellet,8920,20,10.005015,56.48018
820337,Ved Byskellet,8920,21,10.007254,56.480117
820338,Ved Byskellet,8920,22,10.004785,56.480056
820339,Ved Byskellet,8920,23,10.00743,56.479989
820340,Ved Byskellet,8920,24,10.004554,56.479914
820341,Ved Byskellet,8920,25,10.006615,56.479879
820342,Ved Byskellet,8920,26,10.004356,56.479817
820343,Ved Byskellet,8920,27,10.006806,56.479752
820344,Ved Byskellet,8920,28,10.004142,56.479711
820345,Ved Byskellet,8920,29,10.006982,56.479634
820346,Ved Byskellet,8920,30,10.003912,56.479578
820347,Ved Byskellet,8920,31A,10.005989,56.479561
820348,Ved Byskellet,8920,31B,10.006227,56.479343
820349,Ved Byskellet,8920,32,10.00349,56.479617
820350,Ved Byskellet,8920,33,10.005847,56.480317
820351,Ved Byskellet,8920,34,10.003484,56.479356
820352,Ved Byskellet,8920,35,10.005649,56.480201
820353,Ved Byskellet,8920,36,10.003222,56.479287
820354,Ved Byskellet,8920,37,10.005419,56.480087
820355,Ved Byskellet,8920,38,10.002928,56.479199
820356,Ved Byskellet,8920,39,10.005205,56.479972
820357,Ved Byskellet,8920,41,10.005231,56.479729
820358,Ved Byskellet,8920,43,10.004809,56.479759
820359,Ved Byskellet,8920,45,10.004611,56.479608
820360,Ved Byskellet,8920,47,10.004332,56.479502
820361,Ved Byskellet,8920,49,10.004101,56.479369
820362,Ved Byskellet,8920,51,10.003903,56.479272
820363,Ved Byskellet,8920,53,10.003624,56.479131
820364,Ved Byskellet,8920,55,10.003393,56.478998
820365,Skytten,8920,1,9.998271,56.485526
820366,Skytten,8920,3,9.99783,56.485404
820367,Skytten,8920,4,9.998649,56.485056
820368,Skytten,8920,5,9.997547,56.485146
820369,Skytten,8920,6,9.99855,56.485003
820370,Skytten,8920,7,9.997187,56.485059
820371,Skytten,8920,8,9.998403,56.484959
820372,Skytten,8920,9,9.996965,56.485231
820373,Skytten,8920,10,9.998254,56.48487
820374,Skytten,8920,11,9.997198,56.485472
820375,Skytten,8920,12,9.998155,56.484799
820376,Skytten,8920,13,9.997026,56.485698
820377,Skytten,8920,14,9.998056,56.484737
820378,Skytten,8920,15,9.99698,56.485833
820379,Skytten,8920,16,9.997728,56.484641
820380,Skytten,8920,17,9.997502,56.485892
820381,Skytten,8920,18,9.997857,56.484586
820382,Skytten,8920,19,9.997812,56.48597
820383,Skytten,8920,20,9.997969,56.484531
820384,Skytten,8920,21,9.997806,56.485718
820385,Skytten,8920,22,9.998179,56.484476
820386,Skytten,8920,24,9.998291,56.48443
820387,Skytten,8920,26,9.998404,56.484375
820388,Skytten,8920,28,9.998516,56.48432
820389,Skytten,8920,30,9.998644,56.484256
820390,Skytten,8920,32,9.998757,56.48421
820391,Skytten,8920,34,9.99889,56.484353
820392,Skytten,8920,36,9.999006,56.484424
820393,Skytten,8920,38,9.999138,56.484513
820394,Skytten,8920,40,9.999221,56.484575
820395,Skytten,8920,72,9.998847,56.485809
820396,Skytten,8920,74,9.998862,56.485755
820397,Skytten,8920,76,9.998908,56.485674
820398,Skytten,8920,78,9.99894,56.485628
820399,Skytten,8920,80,9.999034,56.485511
820400,Skytten,8920,82,9.999161,56.485393
820401,Skytten,8920,84,9.999209,56.485357
820402,Skytten,8920,86,9.999304,56.485284
820403,Skytten,8920,88,9.999352,56.485239
820404,Skytten,8920,90,9.999688,56.485048
820405,Skytten,8920,92,9.999752,56.485011
820406,Skytten,8920,94,9.99988,56.484956
820407,Skytten,8920,96,9.999928,56.484929
820408,Skytten,8920,98,9.999206,56.48586
820409,Skytten,8920,100,9.999253,56.485806
820410,Skytten,8920,102,9.999284,56.485743
820411,Skytten,8920,104,9.999315,56.485679
820412,Skytten,8920,106,9.999473,56.485516
820413,Skytten,8920,108,9.999521,56.48548
820414,Skytten,8920,110,9.999584,56.485426
820415,Skytten,8920,112,9.999664,56.485371
820416,Skytten,8920,114,9.999888,56.485235
820417,Skytten,8920,116,9.999968,56.485189
820418,Skytten,8920,118,10.00008,56.485143
820419,Skytten,8920,120,10.000192,56.485088
820420,Skytten,8920,122,9.999785,56.485658
820421,Skytten,8920,124,9.999849,56.485603
820422,Skytten,8920,126,9.999928,56.485549
820423,Skytten,8920,128,9.999992,56.485494
820424,Skytten,8920,130,10.000135,56.485394
820425,Skytten,8920,132,10.000232,56.485358
820426,Skytten,8920,134,10.000328,56.485303
820427,Skytten,8920,136,10.000424,56.485266
820428,Vester Tværvej,8920,2,10.000534,56.465382
820429,Vester Tværvej,8920,4A,10.0005,56.465301
820430,Vester Tværvej,8920,4B,10.000498,56.465238
820431,Vester Tværvej,8920,5,10.000802,56.465083
820432,Vester Tværvej,8920,6,10.000414,56.465113
820433,Vester Tværvej,8920,7,10.000832,56.464957
820434,Vester Tværvej,8920,8,10.00041,56.464952
820435,Vester Tværvej,8920,9,10.000728,56.464823
820436,Vester Tværvej,8920,11,10.001518,56.464511
820437,Vester Tværvej,8920,12,9.998492,56.46485
820438,Vester Tværvej,8920,13,10.000852,56.464481
820439,Vester Tværvej,8920,14,9.998412,56.464896
820440,Vester Tværvej,8920,16,9.998316,56.464942
820441,Vester Tværvej,8920,18,9.998235,56.464987
820442,Vester Tværvej,8920,20,9.998172,56.465024
820443,Vester Tværvej,8920,22,9.998185,56.464916
820444,Vester Tværvej,8920,24,9.998281,56.46487
820445,Vester Tværvej,8920,26,9.998393,56.464806
820446,Vester Tværvej,8920,28,9.998585,56.464706
820447,Vester Tværvej,8920,30,9.998682,56.46466
820448,Vester Tværvej,8920,32,9.998793,56.464596
820449,Vester Tværvej,8920,34,9.998939,56.464568
820450,Vester Tværvej,8920,36A,9.998957,56.46464
820451,Vester Tværvej,8920,36B,9.999037,56.464612
820452,Vester Tværvej,8920,36C,9.998972,56.464604
820453,Vester Tværvej,8920,38,9.998876,56.46465
820454,Vester Tværvej,8920,40,9.998796,56.464686
