idx,street,postcode,housenumber,lon,lat
44625,Sommerstedgade,1718,1,12.555503,55.667483
44626,Sommerstedgade,1718,2,12.555099,55.667403
44627,Sommerstedgade,1718,3,12.555598,55.667391
44628,Sommerstedgade,1718,4,12.555177,55.667314
44629,Sommerstedgade,1718,6,12.555273,55.667219
44630,Sommerstedgade,1718,8,12.555355,55.66712
44631,Sommerstedgade,1718,9A,12.556269,55.666797
44632,Sommerstedgade,1718,9B,12.556209,55.666719
44633,Sommerstedgade,1718,10,12.555433,55.66704
44634,Sommerstedgade,1718,11,12.55631,55.666599
44635,Sommerstedgade,1718,12,12.555532,55.666936
44636,Sommerstedgade,1718,13,12.55641,55.666484
44637,Sommerstedgade,1718,14,12.555604,55.666855
44638,Sommerstedgade,1718,15,12.556507,55.666389
44639,Sommerstedgade,1718,16,12.555697,55.666747
44640,Sommerstedgade,1718,17,12.556584,55.666306
44641,Sommerstedgade,1718,18,12.555781,55.666658
44642,Sommerstedgade,1718,19,12.55667,55.666211
44643,Sommerstedgade,1718,20,12.555876,55.666556
44644,Sommerstedgade,1718,21,12.556751,55.666118
44645,Sommerstedgade,1718,22,12.555963,55.666455
44646,Sommerstedgade,1718,23,12.556847,55.666016
44647,Sommerstedgade,1718,24,12.556036,55.666374
44648,Sommerstedgade,1718,25,12.556911,55.665931
44649,Sommerstedgade,1718,26,12.556119,55.666288
44650,Sommerstedgade,1718,27,12.556991,55.665848
44651,Sommerstedgade,1718,28,12.55618,55.666208
44652,Sommerstedgade,1718,29,12.557103,55.665731
44653,Sommerstedgade,1718,30,12.556254,55.666137
44654,Sommerstedgade,1718,32,12.556331,55.66605
44655,Sommerstedgade,1718,34,12.556438,55.66594
44656,Sommerstedgade,1718,36,12.556541,55.665829
788601,Sommerstedgade,1718,2,12.5550093,55.6674606
2195646,Sommerstedgade,1718,5A,12.555636,55.667304
2195647,Sommerstedgade,1718,5B,12.555692,55.667241
2195648,Sommerstedgade,1718,7A,12.555936,55.666998
2195649,Sommerstedgade,1718,7B,12.5559954,55.6669922
2238448,Sommerstedgade,1718,7C,12.556112,55.667025
