idx,street,postcode,housenumber,lon,lat
18400,Hauser Plads,1127,1,12.5752591,55.6826517
18401,Hauser Plads,1127,10,12.575561,55.682349
18402,Hauser Plads,1127,12,12.575776,55.682406
18403,Hauser Plads,1127,14,12.575953,55.682447
18404,Hauser Plads,1127,16A,12.57612,55.682682
18405,Hauser Plads,1127,16B,12.576111,55.682739
18406,Hauser Plads,1127,16C,12.576378,55.682757
18407,Hauser Plads,1127,16D,12.5761,55.682792
18408,Hauser Plads,1127,18,12.576073,55.682941
18409,Hauser Plads,1127,20,12.576054,55.683039
18410,Hauser Plads,1127,24,12.575819,55.68314
18411,Hauser Plads,1127,26,12.575676,55.68311
18412,Hauser Plads,1127,28,12.575447,55.6830936
18413,Hauser Plads,1127,30,12.5752199,55.6830589
18414,Hauser Plads,1127,32,12.5751027,55.6830296
804496,Hauser Plads,1127,5,12.5754,55.682761
804497,Hauser Plads,1127,26B,12.5755556,55.6830869
804498,Hauser Plads,1127,28A,12.5755474,55.68319
804499,Hauser Plads,1127,28C,12.5753161,55.6830358
804500,Hauser Plads,1127,30A,12.5752234,55.6831079
804501,Hauser Plads,1127,30B,12.5751705,55.6832134
804502,Hauser Plads,1127,30C,12.5750819,55.6832561
804503,Hauser Plads,1127,30D,12.5749949,55.6832537
804504,Hauser Plads,1127,32A,12.575066,55.682979
