idx,street,postcode,housenumber,lon,lat
840170,Statene,5970,1,10.4066441,54.8886926
840171,Statene,5970,2,10.406206,54.889495
840172,Statene,5970,3,10.4061363,54.8888971
840173,Statene,5970,5,10.4047713,54.8891728
840174,Statene,5970,6,10.4056042,54.8896223
840175,Statene,5970,7,10.404351,54.889188
840176,Statene,5970,8,10.4049032,54.8894336
840177,Statene,5970,9,10.4032364,54.8894736
840178,Statene,5970,12,10.4050971,54.8897375
840179,Statene,5970,13,10.402465,54.889549
840180,Statene,5970,15,10.4020388,54.8895771
840181,Statene,5970,17,10.4013913,54.8898135
840182,Statene,5970,19,10.400903,54.889915
840183,Statene,5970,21,10.4003513,54.8900226
840184,Statene,5970,32,10.4030837,54.8896583
840185,Statene,5970,36,10.4020459,54.8898706
840186,Statene,5970,38,10.402156,54.89074
840187,Statene,5970,40,10.4013442,54.8902973
840188,Statene,5970,42,10.4017246,54.8902021
840189,Kildehaven,5970,1,10.4053318,54.8921946
840190,Kildehaven,5970,2,10.404676,54.892058
840191,Kildehaven,5970,3,10.4051237,54.8919051
840192,Kildehaven,5970,4,10.404402,54.892207
840193,Kildehaven,5970,5,10.404852,54.8917222
840194,Kildehaven,5970,6,10.404026,54.892034
840195,Kildehaven,5970,8,10.4036534,54.8918048
840196,Kildehaven,5970,10,10.4035481,54.8918419
840197,Kildehaven,5970,12,10.4034577,54.8918737
840198,Kildehaven,5970,14,10.403442,54.8916732
840199,Kildehaven,5970,15,10.4043682,54.8910623
840200,Kildehaven,5970,16,10.4033457,54.8916053
840201,Kildehaven,5970,17,10.4042711,54.891091
840202,Kildehaven,5970,18,10.403028,54.8914659
840203,Kildehaven,5970,19,10.4041694,54.891121
840204,Kildehaven,5970,20,10.4031122,54.8914359
840205,Kildehaven,5970,21,10.4040681,54.8911494
840206,Kildehaven,5970,22,10.4032434,54.8913987
840207,Kildehaven,5970,23,10.4039694,54.8911785
840208,Kildehaven,5970,24,10.4033824,54.8913624
840209,Kildehaven,5970,25,10.4038645,54.8912094
840210,Kildehaven,5970,26,10.4035601,54.8913187
840211,Kildehaven,5970,28,10.4037353,54.8914931
840212,Kildehaven,5970,30,10.4038388,54.8915242
840213,Kildehaven,5970,32,10.4039438,54.8915544
840214,Kildehaven,5970,34,10.4039744,54.8916886
840215,Kildehaven,5970,36,10.4040788,54.8917357
840216,Kildehaven,5970,38,10.4041792,54.8917764
840660,Tværstykkerne,5970,1,10.4042769,54.8899861
840661,Tværstykkerne,5970,3,10.4043201,54.8900609
840662,Tværstykkerne,5970,5,10.4043268,54.8901471
840663,Tværstykkerne,5970,7,10.4043701,54.8902239
840664,Tværstykkerne,5970,9,10.4045,54.8903466
840665,Tværstykkerne,5970,11,10.40454,54.890418
840666,Tværstykkerne,5970,13,10.40464,54.8904866
840667,Tværstykkerne,5970,15,10.4046866,54.8905613
840668,Tværstykkerne,5970,17,10.4045833,54.8907282
840669,Tværstykkerne,5970,19,10.4044869,54.8907724
840670,Tværstykkerne,5970,21,10.404367,54.8907992
840671,Tværstykkerne,5970,23,10.4041139,54.8907244
840672,Tværstykkerne,5970,25,10.4040573,54.8906401
840673,Tværstykkerne,5970,27,10.404037,54.890536
840674,Tværstykkerne,5970,29,10.4039873,54.8904637
840675,Tværstykkerne,5970,31,10.4039173,54.8903275
840676,Tværstykkerne,5970,33,10.403844,54.8902584
840677,Tværstykkerne,5970,35,10.4037874,54.8901894
840678,Tværstykkerne,5970,37,10.4036709,54.8901242
840679,Tværstykkerne,5970,39,10.4036076,54.8900647
840680,Tværstykkerne,5970,41,10.4037241,54.8898749
1604847,Søndergade,5970,1,10.4094296,54.8883171
1604848,Søndergade,5970,2,10.4097258,54.8881279
1604849,Søndergade,5970,3,10.409663,54.888274
1604850,Søndergade,5970,4,10.4099336,54.8880717
1604851,Søndergade,5970,5,10.4097869,54.8882546
1604852,Søndergade,5970,6,10.4101318,54.8880136
1604853,Søndergade,5970,7,10.4099034,54.8882219
1604854,Søndergade,5970,8,10.4102502,54.8879838
1604855,Søndergade,5970,9,10.4100462,54.8881832
1604856,Søndergade,5970,10,10.4103481,54.8879584
1604857,Søndergade,5970,11,10.4101568,54.8881484
1604858,Søndergade,5970,12,10.4105566,54.8879153
1604859,Søndergade,5970,13,10.4102861,54.8881092
1604860,Søndergade,5970,14,10.410756,54.8878648
1604861,Søndergade,5970,15,10.410402,54.8880675
1604862,Søndergade,5970,16,10.4108987,54.8878186
1604863,Søndergade,5970,16B,10.4111377,54.8877473
1604864,Søndergade,5970,17,10.4105295,54.8880457
1604865,Søndergade,5970,18,10.4114048,54.8876651
1604866,Søndergade,5970,19,10.4106149,54.8880267
1604867,Søndergade,5970,20,10.4115883,54.8876032
1604868,Søndergade,5970,21,10.410713,54.887998
1604869,Søndergade,5970,22,10.4117242,54.8875594
1604870,Søndergade,5970,23,10.4108558,54.8879716
1604871,Søndergade,5970,24,10.4118071,54.8875304
1604872,Søndergade,5970,25,10.4114301,54.8877822
1604873,Søndergade,5970,26,10.4119037,54.887495
1604874,Søndergade,5970,27,10.4116186,54.8877274
1604875,Søndergade,5970,28,10.4121003,54.8874312
1604876,Søndergade,5970,28A,10.4119344,54.8872207
1604877,Søndergade,5970,29,10.4116937,54.8876921
1604878,Søndergade,5970,30,10.4122941,54.8873882
1604879,Søndergade,5970,31,10.4117766,54.8876641
1604880,Søndergade,5970,32,10.4124278,54.8873404
1604881,Søndergade,5970,33,10.4118701,54.8876296
1604882,Søndergade,5970,34,10.4125581,54.8873056
1604883,Søndergade,5970,35,10.4119801,54.8875994
1604884,Søndergade,5970,36,10.4126986,54.8872586
1604885,Søndergade,5970,37,10.4121642,54.8875417
1604886,Søndergade,5970,38,10.412798,54.8872349
1604887,Søndergade,5970,39,10.4122848,54.8875052
1604888,Søndergade,5970,40,10.412893,54.8872085
1604889,Søndergade,5970,41,10.4123606,54.8874824
1604890,Søndergade,5970,42,10.4130576,54.8871664
1604891,Søndergade,5970,42A,10.41309,54.8871493
1604892,Søndergade,5970,42B,10.413066,54.887122
1604893,Søndergade,5970,43,10.4126301,54.8874074
1604894,Søndergade,5970,44,10.4132103,54.8871254
1604895,Søndergade,5970,45,10.4128647,54.8873312
1604896,Søndergade,5970,46,10.4133221,54.8870891
1604897,Søndergade,5970,47,10.412962,54.8873026
1604898,Søndergade,5970,48,10.4134306,54.8870528
1604900,Søndergade,5970,49,10.4131034,54.8872577
1604902,Søndergade,5970,50,10.4135231,54.8870212
1604904,Søndergade,5970,51,10.4134101,54.8871823
1604906,Søndergade,5970,51A,10.4132798,54.887221
1604908,Søndergade,5970,52,10.4136845,54.8869656
1604910,Søndergade,5970,53,10.4135388,54.8871385
1604912,Søndergade,5970,54,10.4138898,54.8868788
1604913,Søndergade,5970,55,10.4136596,54.8870941
1604914,Søndergade,5970,56,10.4140485,54.8868152
1604915,Søndergade,5970,57,10.4137254,54.8871411
1604916,Søndergade,5970,58,10.4141809,54.8867587
1604917,Søndergade,5970,59,10.4139523,54.8870346
1604921,Søndergade,5970,60,10.4142762,54.8867174
1604923,Søndergade,5970,61,10.4140202,54.886988
1604926,Søndergade,5970,63,10.414071,54.8869474
1604929,Søndergade,5970,65,10.414161,54.8869169
1604931,Søndergade,5970,67,10.414219,54.8868899
1604934,Søndergade,5970,69,10.4142847,54.8868593
1604937,Søndergade,5970,71,10.4143595,54.8868184
1604939,Søndergade,5970,73,10.4144314,54.8867761
1605039,Vestergade,5970,1,10.4114538,54.8905863
1605041,Vestergade,5970,2,10.4112083,54.8906793
1605042,Vestergade,5970,3,10.4113185,54.890469
1605044,Vestergade,5970,4,10.4111499,54.8906009
1605045,Vestergade,5970,5,10.4111857,54.8903426
1605047,Vestergade,5970,6,10.4110854,54.8905296
1605048,Vestergade,5970,7,10.411129,54.890265
1605049,Vestergade,5970,8,10.4110648,54.8904486
1605051,Vestergade,5970,9,10.4110781,54.8902041
1605052,Vestergade,5970,10,10.4110177,54.8904004
1605054,Vestergade,5970,11,10.4110025,54.8901377
1605055,Vestergade,5970,13,10.410948,54.890079
1605056,Vestergade,5970,15,10.4109031,54.8900296
1605057,Vestergade,5970,16,10.410922,54.8903076
1605058,Vestergade,5970,16B,10.410255,54.890522
1605060,Vestergade,5970,17,10.4108576,54.8899792
1605061,Vestergade,5970,18,10.4108727,54.8902357
1605063,Vestergade,5970,19,10.410816,54.889932
1605064,Vestergade,5970,20,10.4107726,54.8901446
1605065,Vestergade,5970,21,10.4107675,54.88988
1605067,Vestergade,5970,22,10.4107027,54.8900658
1605068,Vestergade,5970,23,10.4106842,54.8897941
1605069,Vestergade,5970,24,10.410592,54.889955
1605071,Vestergade,5970,25,10.4105851,54.8896731
1605072,Vestergade,5970,26,10.410545,54.889904
1605074,Vestergade,5970,27,10.410529,54.889611
1605075,Vestergade,5970,28,10.4105,54.88985
1605076,Vestergade,5970,29,10.4104055,54.8895026
1605078,Vestergade,5970,30,10.410411,54.889762
1605079,Vestergade,5970,31,10.410275,54.889346
1605080,Vestergade,5970,32,10.4103077,54.8896427
1605081,Vestergade,5970,33,10.410142,54.889239
1605083,Vestergade,5970,34,10.4102238,54.8895461
1605084,Vestergade,5970,35,10.4100884,54.889189
1605085,Vestergade,5970,36,10.4101723,54.8894866
1605086,Vestergade,5970,37,10.4100341,54.8891388
1605087,Vestergade,5970,38,10.4093568,54.8896763
1605088,Vestergade,5970,39,10.4099315,54.8890084
1605089,Vestergade,5970,40,10.4100754,54.8893956
1605090,Vestergade,5970,41A,10.4103359,54.8887274
1605091,Vestergade,5970,41B,10.4100432,54.8886052
1605092,Vestergade,5970,41C,10.4097073,54.8886887
1605093,Vestergade,5970,42,10.4100401,54.8893584
1605094,Vestergade,5970,43,10.4095879,54.8885394
1605095,Vestergade,5970,44,10.4099531,54.8892806
1605096,Vestergade,5970,45,10.409503,54.88841
1605097,Vestergade,5970,46,10.4098325,54.8891529
1605098,Vestergade,5970,47A,10.4094442,54.888327
1605099,Vestergade,5970,47B,10.4093706,54.8881517
1605100,Vestergade,5970,48,10.4097327,54.8890406
1605101,Vestergade,5970,49,10.4092788,54.8880612
1605102,Vestergade,5970,50,10.4096996,54.8889856
1605103,Vestergade,5970,51,10.4091731,54.8879212
1605104,Vestergade,5970,52,10.4096613,54.8889271
1605105,Vestergade,5970,52A,10.4089948,54.888998
1605106,Vestergade,5970,53,10.4090771,54.8877931
1605107,Vestergade,5970,54,10.409442,54.8886089
1605108,Vestergade,5970,55,10.408991,54.887627
1605109,Vestergade,5970,56,10.4093279,54.8884686
1605110,Vestergade,5970,58,10.4092044,54.8883637
1605112,Vestergade,5970,60,10.409201,54.8882338
1605114,Vestergade,5970,62,10.4091236,54.888119
1605115,Vestergade,5970,64,10.4090743,54.8880396
1605118,Vestergade,5970,66,10.4090101,54.8879471
1605119,Vestergade,5970,68,10.4089624,54.8878781
1605122,Vestergade,5970,70,10.4088904,54.8877826
1605124,Vestergade,5970,72,10.4088314,54.8877021
1605125,Vestergade,5970,74,10.4087837,54.8876367
1605190,Øster Bregninge,5970,1,10.3260307,54.8845229
1605192,Øster Bregninge,5970,3,10.3256425,54.8852018
1605193,Øster Bregninge,5970,4,10.3266715,54.8856482
1605194,Øster Bregninge,5970,5,10.3258459,54.8854502
1605196,Øster Bregninge,5970,6,10.3256699,54.8859833
1605197,Øster Bregninge,5970,7,10.3247457,54.8855074
1605201,Øster Bregninge,5970,9,10.3240496,54.8857927
1605205,Øster Bregninge,5970,11,10.3229709,54.8853048
1605208,Øster Bregninge,5970,12,10.3234888,54.8864616
1605209,Øster Bregninge,5970,13,10.3222814,54.8868556
1605212,Øster Bregninge,5970,14,10.3232608,54.8867243
1605213,Øster Bregninge,5970,15,10.3221059,54.887019
1605217,Øster Bregninge,5970,17,10.321812,54.8872082
1605218,Øster Bregninge,5970,18,10.3225043,54.8873602
1605221,Øster Bregninge,5970,19,10.32117,54.8872193
1605223,Øster Bregninge,5970,20,10.3218422,54.8873926
1605225,Øster Bregninge,5970,21,10.3203837,54.8873651
1605229,Øster Bregninge,5970,22,10.3213585,54.8875262
1605230,Øster Bregninge,5970,23,10.3198682,54.887708
1605233,Øster Bregninge,5970,24,10.3210944,54.8875939
1605234,Øster Bregninge,5970,25,10.3258937,54.8799612
1605235,Øster Bregninge,5970,26,10.320063,54.8882309
1605237,Øster Bregninge,5970,28,10.3206008,54.888693
1605238,Øster Bregninge,5970,29,10.3192999,54.8879861
1605240,Øster Bregninge,5970,30,10.3195945,54.888443
1605241,Øster Bregninge,5970,32,10.3190785,54.8883924
1605242,Øster Bregninge,5970,32A,10.319158,54.888468
1605244,Øster Bregninge,5970,33,10.3189019,54.8881752
1605245,Øster Bregninge,5970,35,10.3182184,54.8883182
1605246,Øster Bregninge,5970,36,10.3181947,54.8886523
1605247,Øster Bregninge,5970,37,10.3177432,54.8884501
1605249,Øster Bregninge,5970,38,10.3175625,54.8887669
1605251,Øster Bregninge,5970,39,10.3171746,54.888536
1605252,Øster Bregninge,5970,40,10.3174561,54.8889713
1605253,Øster Bregninge,5970,41,10.3166313,54.8886855
1605254,Øster Bregninge,5970,41A,10.316928,54.888569
1605256,Øster Bregninge,5970,42,10.3169275,54.8889811
1605257,Øster Bregninge,5970,43,10.3163302,54.8887392
1605259,Øster Bregninge,5970,44,10.316599,54.889082
1605260,Øster Bregninge,5970,45,10.3160963,54.8888084
1605261,Øster Bregninge,5970,46,10.3162172,54.889133
1605263,Øster Bregninge,5970,47,10.3158456,54.8888643
1605265,Øster Bregninge,5970,48,10.3157184,54.8891898
1605266,Øster Bregninge,5970,50,10.3154576,54.889343
1605267,Øster Bregninge,5970,51,10.3152141,54.8892405
1605268,Øster Bregninge,5970,52,10.3151076,54.8894869
1605270,Øster Bregninge,5970,53,10.3145552,54.8895236
1605271,Øster Bregninge,5970,54,10.3148543,54.8896294
1605272,Øster Bregninge,5970,56,10.314036,54.8901406
1605273,Øster Bregninge,5970,57,10.3142612,54.8897508
1605274,Øster Bregninge,5970,58,10.313849,54.890297
1605275,Øster Bregninge,5970,59,10.3135124,54.8898046
1605276,Øster Bregninge,5970,59B,10.31386,54.889802
1605277,Øster Bregninge,5970,60,10.3136028,54.8904806
1605278,Øster Bregninge,5970,61,10.3133489,54.8899342
1605279,Øster Bregninge,5970,62,10.3133936,54.8906457
1605280,Øster Bregninge,5970,63,10.3129184,54.8901262
1605281,Øster Bregninge,5970,64,10.3133863,54.8908778
1605283,Øster Bregninge,5970,65,10.3125994,54.890693
1605285,Øster Bregninge,5970,66,10.3132209,54.8909589
1605287,Øster Bregninge,5970,67,10.3122639,54.8910639
1605289,Øster Bregninge,5970,68,10.3128297,54.8911362
1605291,Øster Bregninge,5970,69,10.3116466,54.8911473
1605293,Øster Bregninge,5970,70,10.3125327,54.8912894
1605295,Øster Bregninge,5970,71,10.3111335,54.8914822
1605297,Øster Bregninge,5970,72,10.3121441,54.8914703
1605299,Øster Bregninge,5970,73,10.3108988,54.8910068
1605301,Øster Bregninge,5970,74,10.3120381,54.8915177
1605302,Øster Bregninge,5970,76,10.3114376,54.8918428
1605305,Øster Bregninge,5970,77,10.3110899,54.8916932
1605307,Øster Bregninge,5970,78,10.3112968,54.8919419
1605981,Borgnæs Grønvej,5970,1,10.3695873,54.8849302
1605986,Borgnæs Grønvej,5970,3,10.3688499,54.8849071
1605989,Borgnæs Grønvej,5970,5,10.3679094,54.884917
1605995,Borgnæs Grønvej,5970,7,10.3643206,54.883126
1606002,Borgnæs Grønvej,5970,9,10.3637269,54.8827227
1606079,Nyvej,5970,1,10.4078639,54.8905177
1606085,Nyvej,5970,3,10.4075809,54.8906206
1606091,Nyvej,5970,3A,10.4073644,54.8902388
1606094,Nyvej,5970,4,10.4081286,54.8907411
1606101,Nyvej,5970,5,10.4074908,54.8906544
1606103,Nyvej,5970,6,10.4078375,54.8908389
1606106,Nyvej,5970,7,10.4073122,54.8907206
1606107,Nyvej,5970,8,10.4076069,54.8909243
1606108,Nyvej,5970,9,10.4072234,54.890754
1606109,Nyvej,5970,10,10.4072924,54.8910494
1606110,Nyvej,5970,11,10.4070645,54.8908129
1606111,Nyvej,5970,12,10.4070637,54.891092
1606112,Nyvej,5970,13,10.4069595,54.890853
1606113,Nyvej,5970,14,10.4067791,54.8912406
1606114,Nyvej,5970,15,10.406774,54.8909215
1606115,Nyvej,5970,16,10.4064638,54.89135
1606116,Nyvej,5970,17,10.4066883,54.8909546
1606117,Nyvej,5970,18,10.406264,54.8914503
1606119,Nyvej,5970,19,10.4065101,54.8910187
1606121,Nyvej,5970,21,10.4064175,54.8910539
1606122,Nyvej,5970,23,10.4062443,54.8911183
1606123,Nyvej,5970,25,10.4061536,54.891154
1606124,Nyvej,5970,27,10.4059522,54.8912196
1606188,Rudelsvej,5970,1,10.3935321,54.8698269
1606189,Rudelsvej,5970,2,10.3929215,54.8700353
1606196,Østersøvej,5970,1,10.412764,54.8280814
1606197,Østersøvej,5970,2,10.4118646,54.8280161
1606200,Østersøvej,5970,4,10.4112453,54.8266213
1606695,Frederiksbergvej,5970,1,10.4069239,54.864848
1606699,Frederiksbergvej,5970,2,10.4052241,54.8655787
1606700,Frederiksbergvej,5970,3,10.4064106,54.8649846
1606704,Frederiksbergvej,5970,5,10.4060635,54.8646285
1606705,Frederiksbergvej,5970,7,10.4057409,54.8648621
1606706,Frederiksbergvej,5970,9,10.4042092,54.8653977
1606707,Frederiksbergvej,5970,11,10.403552,54.8657614
1606708,Frederiksbergvej,5970,13,10.4030312,54.8658933
1606709,Frederiksbergvej,5970,15,10.4022352,54.8663993
1606710,Frederiksbergvej,5970,17,10.4019655,54.8665696
1606711,Frederiksbergvej,5970,19,10.40178,54.8666578
1606712,Frederiksbergvej,5970,21,10.4016684,54.8669049
1606713,Frederiksbergvej,5970,23,10.4008617,54.8672464
1606715,Frederiksbergvej,5970,25,10.4006642,54.8673401
1606717,Frederiksbergvej,5970,29,10.3992855,54.8674498
1606950,Risemarksvej,5970,2,10.3971618,54.8503044
1606953,Risemarksvej,5970,3,10.3976619,54.8500492
1606955,Risemarksvej,5970,4,10.3962041,54.8503676
1606957,Risemarksvej,5970,5,10.3968666,54.8498574
1606959,Risemarksvej,5970,6,10.3959917,54.8500356
1606960,Risemarksvej,5970,6A,10.395514,54.850009
1606963,Risemarksvej,5970,8,10.3954287,54.8496436
1606966,Risemarksvej,5970,9,10.396112,54.8494992
1606967,Risemarksvej,5970,11,10.395735,54.84905
1606969,Risemarksvej,5970,13,10.3957375,54.848824
1606971,Risemarksvej,5970,14,10.395037,54.848085
1606975,Risemarksvej,5970,15,10.3958179,54.8486166
1606977,Risemarksvej,5970,15B,10.3955122,54.8483579
1606980,Risemarksvej,5970,16,10.3953869,54.8478168
1606983,Risemarksvej,5970,17,10.3958988,54.8481283
1606985,Risemarksvej,5970,18,10.3933619,54.8445107
1606987,Risemarksvej,5970,19,10.3959542,54.8478782
1606989,Risemarksvej,5970,20,10.3942522,54.8400033
1606990,Risemarksvej,5970,23,10.3947565,54.8451022
1606992,Risemarksvej,5970,27,10.3980119,54.8395964
1606994,Risemarksvej,5970,29,10.3983574,54.8391551
1607012,Gjallerhøj,5970,1,10.3868715,54.8670046
1607013,Gjallerhøj,5970,2,10.3836493,54.8674485
1607021,Søndenby,5970,2,10.3575845,54.8688746
1607022,Søndenby,5970,4,10.3584999,54.8686384
1607081,Plantekærsvej,5970,1,10.3212372,54.8996121
1607082,Plantekærsvej,5970,2,10.3234772,54.8970942
1607083,Plantekærsvej,5970,3,10.3236256,54.897915
1607933,Jomfruvejen,5970,1,10.4131273,54.8894456
1607934,Jomfruvejen,5970,2,10.4129511,54.8893376
1608320,Stokkebyvej,5970,1,10.3935096,54.8693784
1608321,Stokkebyvej,5970,2,10.3979466,54.8667908
1608322,Stokkebyvej,5970,2A,10.394568,54.868083
1608323,Stokkebyvej,5970,4,10.3978942,54.8662238
1608325,Stokkebyvej,5970,5,10.3935676,54.8690813
1608326,Stokkebyvej,5970,7,10.394886,54.868588
1608327,Stokkebyvej,5970,11,10.3960036,54.8682753
1608329,Stokkebyvej,5970,23,10.3981274,54.8676126
1608330,Stokkebyvej,5970,25,10.398422,54.867558
1608332,Stokkebyvej,5970,27,10.3983771,54.8670549
1608333,Stokkebyvej,5970,29,10.3987478,54.8669374
1608334,Stokkebyvej,5970,31,10.3993067,54.8668002
1608335,Stokkebyvej,5970,33,10.4012782,54.8660037
1608485,Hanses Ager,5970,1,10.3687828,54.8872829
1608489,Hanses Ager,5970,2,10.3687551,54.8876642
1608492,Hanses Ager,5970,3,10.3684144,54.8873231
1608493,Hanses Ager,5970,4,10.368431,54.8876116
1608494,Hanses Ager,5970,5,10.3678939,54.8873629
1608495,Hanses Ager,5970,6,10.3681118,54.8876874
1608496,Hanses Ager,5970,7,10.3675517,54.8873628
1608497,Hanses Ager,5970,8,10.3675683,54.8876866
1608498,Hanses Ager,5970,9,10.3670798,54.8873782
1608499,Hanses Ager,5970,10,10.3671867,54.8876863
1608500,Hanses Ager,5970,11,10.3665849,54.8873551
1608501,Hanses Ager,5970,12,10.366892,54.8877134
1608502,Hanses Ager,5970,13,10.3661914,54.8873776
1608503,Hanses Ager,5970,14,10.3664569,54.8877253
1608504,Hanses Ager,5970,15,10.3656468,54.8873865
1608505,Hanses Ager,5970,16,10.3660673,54.8877078
1608506,Hanses Ager,5970,17,10.3651855,54.8874297
1608507,Hanses Ager,5970,18,10.3662092,54.8879949
1608513,Hanses Ager,5970,19,10.3654715,54.8876732
1608516,Hanses Ager,5970,21,10.3654713,54.8878439
1608519,Hanses Ager,5970,23,10.3655672,54.8880365
1608572,Voderup,5970,1,10.343684,54.867858
1608573,Voderup,5970,2,10.3455039,54.8678255
1608574,Voderup,5970,3,10.3411471,54.8678482
1608575,Voderup,5970,4,10.3451967,54.8678825
1608576,Voderup,5970,5,10.3404543,54.868347
1608577,Voderup,5970,6,10.342231,54.8684541
1608578,Voderup,5970,7,10.340172,54.8683767
1608579,Voderup,5970,8,10.3415417,54.8686428
1608580,Voderup,5970,9,10.3393441,54.8687777
1608581,Voderup,5970,10,10.337615,54.8698499
1608582,Voderup,5970,11,10.3383832,54.8689131
1608583,Voderup,5970,13,10.3383244,54.8691398
1608584,Voderup,5970,14,10.3365246,54.8701079
1608585,Voderup,5970,15,10.338082,54.8692421
1608586,Voderup,5970,16,10.3357731,54.8739504
1608587,Voderup,5970,17,10.337884,54.8692746
1608588,Voderup,5970,19,10.3376026,54.8693713
1608589,Voderup,5970,21,10.3372597,54.8694933
1608590,Voderup,5970,23,10.3369375,54.8696156
1608591,Voderup,5970,25,10.3365162,54.8696801
1608592,Voderup,5970,27,10.3361416,54.8697694
1608593,Voderup,5970,29,10.3357346,54.8698702
1608594,Voderup,5970,31,10.3334775,54.8706237
1608595,Voderup,5970,33,10.332566,54.870904
1608596,Voderup,5970,35,10.3319128,54.8711472
1608597,Voderup,5970,37,10.332693,54.8719219
1608598,Voderup,5970,41,10.327623,54.8745686
1608599,Voderup,5970,43,10.3333404,54.8726869
1609077,Snekkemose,5970,4,10.3851771,54.8696452
1609079,Snekkemose,5970,6,10.3840438,54.8696771
1609080,Snekkemose,5970,8,10.3833048,54.8698333
1609082,Snekkemose,5970,10,10.3822587,54.8699223
1609083,Snekkemose,5970,12,10.3813658,54.8700394
1609084,Snekkemose,5970,16,10.3804051,54.8701025
1609085,Snekkemose,5970,18,10.3794842,54.8702397
1609086,Snekkemose,5970,20,10.3780704,54.8704548
1609105,Lerbækken,5970,1,10.4127771,54.8835019
1609106,Lerbækken,5970,2,10.4120107,54.8831372
1609110,Lerbækken,5970,3,10.4125941,54.8839008
1609111,Lerbækken,5970,4,10.4122783,54.8831273
1609113,Lerbækken,5970,5,10.413202,54.884174
1609115,Lerbækken,5970,10,10.4135383,54.8829293
1609117,Lerbækken,5970,15,10.4136504,54.8841983
1609119,Lerbækken,5970,19,10.4138569,54.8841275
1609121,Lerbækken,5970,23,10.4134182,54.8836576
1609161,Vandværksvej,5970,3,10.396305,54.8508434
1609163,Vandværksvej,5970,4,10.3968817,54.851027
1609165,Vandværksvej,5970,5,10.396277,54.851138
1609166,Vandværksvej,5970,6,10.3970517,54.8513639
1609168,Vandværksvej,5970,7,10.3965965,54.8514111
1609179,Baggårde,5970,1,10.4076345,54.8888896
1609180,Baggårde,5970,2,10.4081366,54.8889549
1609181,Baggårde,5970,3,10.4077639,54.8890367
1609182,Baggårde,5970,4,10.4081404,54.8892162
1609183,Baggårde,5970,5,10.4078278,54.8891619
1609184,Baggårde,5970,6,10.4083803,54.8896479
1609185,Baggårde,5970,7,10.4078515,54.8893082
1609186,Baggårde,5970,8,10.4084021,54.8897716
1609187,Baggårde,5970,9,10.4079601,54.8894683
1609188,Baggårde,5970,10,10.408906,54.889805
1609189,Baggårde,5970,11,10.4079941,54.8896104
1609190,Baggårde,5970,12,10.408841,54.890259
1609191,Baggårde,5970,13,10.4080643,54.8897464
1609192,Baggårde,5970,13A,10.4083216,54.8901482
1609193,Baggårde,5970,14,10.408953,54.890571
1609194,Baggårde,5970,15,10.40836,54.8902704
