idx,street,postcode,housenumber,lon,lat
1295107,Buevej,5985,1,10.2538383,54.9387015
1295108,Buevej,5985,2,10.2534736,54.9386338
1295109,Buevej,5985,3,10.2536004,54.9378557
1295110,Buevej,5985,3A,10.2537336,54.9382355
1295111,Buevej,5985,4,10.2531635,54.9383257
1295112,Buevej,5985,5,10.2550286,54.9373203
1295113,Buevej,5985,6,10.2528484,54.9376678
1295114,Buevej,5985,7,10.2553608,54.9371989
1295115,Buevej,5985,8,10.2534147,54.9375071
1295116,Buevej,5985,8A,10.2530024,54.9374409
1295117,Buevej,5985,9,10.2556775,54.9369186
1295118,Buevej,5985,10,10.2538012,54.9374669
1295119,Buevej,5985,11,10.256338,54.937248
1295120,Buevej,5985,12,10.2542238,54.9373402
1295121,Buevej,5985,13,10.2558579,54.9367346
1295122,Buevej,5985,15,10.2561152,54.9364802
1295123,Buevej,5985,15A,10.2559654,54.9365966
1295124,Buevej,5985,16,10.2547319,54.9368733
1295125,Buevej,5985,17,10.2564661,54.9363401
1295126,Buevej,5985,18,10.2551585,54.9370242
1295127,Buevej,5985,20,10.255332,54.936905
1295128,Buevej,5985,22,10.2553149,54.9366548
1295129,Buevej,5985,24,10.2558601,54.9364486
1295130,Buevej,5985,26,10.2560897,54.9361012
1295131,Buevej,5985,28,10.2559501,54.9359385
1295132,Buevej,5985,28B,10.2553103,54.9361677
1295133,Buevej,5985,30,10.2562911,54.9358583
1295134,Buevej,5985,32,10.2566604,54.9358237
1296148,Kommens Agre,5985,3,10.2514628,54.9420769
1296149,Kommens Agre,5985,4,10.2511436,54.9422339
1296150,Kommens Agre,5985,5,10.2512686,54.9418266
1296151,Kommens Agre,5985,6,10.2508394,54.9419486
1296152,Kommens Agre,5985,7,10.251025,54.941543
1296153,Kommens Agre,5985,8,10.2505851,54.9416867
1296270,Skjoldnæsvej,5985,1,10.2221027,54.9578655
1296272,Skjoldnæsvej,5985,2,10.2200787,54.9596733
1296275,Skjoldnæsvej,5985,4,10.2172242,54.9615912
1296276,Skjoldnæsvej,5985,8,10.2069862,54.9691763
1299827,Langebro,5985,1,10.257173,54.9382787
1299828,Langebro,5985,2,10.2563846,54.9385757
1299830,Langebro,5985,2A,10.2568167,54.9385463
1299834,Langebro,5985,3,10.2567429,54.9377297
1299835,Langebro,5985,4,10.2555173,54.9386935
1299840,Langebro,5985,4A,10.255714,54.938787
1299841,Langebro,5985,5,10.2565309,54.9383297
1299844,Langebro,5985,6,10.2549646,54.9388161
1299848,Langebro,5985,7,10.2561466,54.9383726
1299849,Langebro,5985,8,10.2546615,54.9396709
1299851,Langebro,5985,9,10.2549331,54.9386278
1299854,Langebro,5985,9A,10.255315,54.9385126
1299858,Langebro,5985,10,10.2536593,54.9393356
1299862,Langebro,5985,11,10.254648,54.9386887
1299863,Langebro,5985,12,10.2532973,54.9394292
1299866,Langebro,5985,13,10.2542062,54.938854
1299869,Langebro,5985,14,10.2530542,54.939702
1299872,Langebro,5985,15,10.2537724,54.9390233
1299874,Langebro,5985,16,10.25288,54.9398991
1299876,Langebro,5985,17,10.2534782,54.9391116
1299879,Langebro,5985,18,10.25301,54.940231
1299881,Langebro,5985,19,10.2532167,54.93919
1299883,Langebro,5985,21,10.2529094,54.9392446
1299884,Langebro,5985,23,10.2526705,54.9396647
1299975,Vitsø,5985,1,10.2471041,54.9350437
1299977,Vitsø,5985,7,10.2460687,54.934942
1299979,Vitsø,5985,10,10.2444134,54.9368005
1299982,Vitsø,5985,11,10.2440269,54.9358476
1299983,Vitsø,5985,13,10.2450866,54.9341329
1299986,Vitsø,5985,15,10.24623,54.933506
1299987,Vitsø,5985,25,10.2466925,54.9244022
1299990,Vitsø,5985,33,10.247321,54.925058
1299993,Vitsø,5985,35,10.248463,54.926278
1303096,Kystvejen,5985,2,10.2535056,54.9421168
1303101,Kystvejen,5985,2A,10.2538875,54.9421433
1303107,Kystvejen,5985,3,10.2529177,54.9419009
1303112,Kystvejen,5985,4,10.2532731,54.9421983
1303116,Kystvejen,5985,6,10.2528704,54.9423141
1303120,Kystvejen,5985,7,10.2521851,54.9421316
1303125,Kystvejen,5985,8,10.2525741,54.9424486
1303130,Kystvejen,5985,9,10.2517014,54.9422227
1303132,Kystvejen,5985,10,10.2522554,54.9425431
1303137,Kystvejen,5985,11,10.2512678,54.9425036
1303141,Kystvejen,5985,14,10.2519138,54.9425583
1303147,Kystvejen,5985,16,10.2516094,54.942834
1303152,Kystvejen,5985,18,10.2512726,54.9429396
1304321,Jørbæksvej,5985,4,10.2514191,54.939839
1308758,Mosevej,5985,3,10.2525583,54.9417036
1308760,Mosevej,5985,4,10.2520558,54.9418029
1308762,Mosevej,5985,5,10.2523299,54.9414018
1308764,Mosevej,5985,6,10.251869,54.9415851
1308765,Mosevej,5985,7,10.2521221,54.9412245
1308767,Mosevej,5985,8,10.2516229,54.9413649
1310283,Havevej,5985,1,10.251872,54.940417
1310284,Havevej,5985,3,10.2515781,54.9405932
1310285,Havevej,5985,4,10.2521774,54.9408467
1310286,Havevej,5985,5,10.2514222,54.9408392
1310287,Havevej,5985,6,10.2519314,54.9409657
1310288,Havevej,5985,7,10.2509868,54.9410358
1310484,Søby Vestermark,5985,1,10.2460244,54.9436318
1310485,Søby Vestermark,5985,2,10.248311,54.942981
1310486,Søby Vestermark,5985,4,10.2445714,54.9444485
1310487,Søby Vestermark,5985,6,10.2403203,54.9460243
1310488,Søby Vestermark,5985,6A,10.234744,54.948194
1310489,Søby Vestermark,5985,8,10.233583,54.948906
1310490,Søby Vestermark,5985,10,10.2330322,54.9493959
1310491,Søby Vestermark,5985,12,10.2295996,54.9514668
1310492,Søby Vestermark,5985,14,10.2282219,54.952193
1310810,Haven,5985,1,10.2260144,54.9538674
1310812,Haven,5985,2,10.2255855,54.954894
1310814,Haven,5985,3,10.2255556,54.9542279
1310816,Haven,5985,4,10.2253072,54.9549853
1310819,Haven,5985,5,10.2244476,54.9553394
1310820,Haven,5985,6,10.224765,54.955543
1310822,Haven,5985,7,10.2229794,54.9550191
1310825,Haven,5985,8,10.2251505,54.9559042
1310826,Haven,5985,9,10.2229954,54.9556484
1310829,Haven,5985,10,10.2257386,54.9562505
1310830,Haven,5985,11,10.2223468,54.9554629
1310833,Haven,5985,12,10.2262542,54.9567113
1310834,Haven,5985,13,10.2232552,54.9558417
1310835,Haven,5985,14,10.2257308,54.956692
1310836,Haven,5985,16,10.2250836,54.9565247
1310837,Haven,5985,18,10.2245024,54.9564616
1310838,Haven,5985,20,10.2241664,54.9560283
1310839,Haven,5985,22,10.223673,54.956292
1310840,Haven,5985,24,10.22398,54.9564836
1310841,Haven,5985,26,10.2251418,54.9571286
1311536,Kærvej,5985,1,10.2526402,54.9388654
1311537,Kærvej,5985,2,10.2525533,54.9394396
1311539,Kærvej,5985,2A,10.2477872,54.9367787
1311541,Kærvej,5985,4,10.2522648,54.9389535
1311543,Kærvej,5985,5,10.2532799,54.9380517
1311545,Kærvej,5985,6,10.2525198,54.9382984
1311546,Kærvej,5985,8,10.2532866,54.9379326
1312384,Skovvejen,5985,1,10.2539681,54.9372805
