idx,street,postcode,housenumber,lon,lat
28240,Kultorvet,1175,1,12.5742957,55.682145
28241,Kultorvet,1175,2,12.574634,55.682477
28242,Kultorvet,1175,3,12.574157,55.682139
28243,Kultorvet,1175,5,12.57399,55.682134
28244,Kultorvet,1175,7,12.573817,55.682128
28245,Kultorvet,1175,11,12.573654,55.682377
28246,Kultorvet,1175,13B,12.573153,55.682468
28247,Kultorvet,1175,13C,12.572971,55.682517
28248,Kultorvet,1175,14,12.574273,55.682806
28249,Kultorvet,1175,15,12.573574,55.682545
28250,Kultorvet,1175,16,12.57405,55.682782
28251,Kultorvet,1175,17,12.573525,55.682666
804509,Kultorvet,1175,9B,12.573892,55.682283
804510,Kultorvet,1175,13,12.573614,55.682457
804511,Kultorvet,1175,13A,12.573383,55.682434
804512,Kultorvet,1175,15B,12.573799,55.682552
