2105070,Bertel Thorvaldsens Plads,1213,1,12.5783865,55.676365
2105075,Bertel Thorvaldsens Plads,1213,2,12.578283,55.676533
2105077,Bertel Thorvaldsens Plads,1213,3,12.578186,55.676289
