2105032,Amalienborg Slotsplads,1257,1,12.592428,55.6835512
2105033,Amalienborg Slotsplads,1257,2,12.593107,55.683379
2105034,Amalienborg Slotsplads,1257,2A,12.592875,55.683282
2105035,Amalienborg Slotsplads,1257,2B,12.592803,55.683196
2105036,Amalienborg Slotsplads,1257,2C,12.593311,55.68332
2105037,Amalienborg Slotsplads,1257,3,12.592097,55.684063
2105038,Amalienborg Slotsplads,1257,3A,12.592,55.684176
2105039,Amalienborg Slotsplads,1257,3B,12.591777,55.684234
2105040,Amalienborg Slotsplads,1257,3C,12.591618,55.684177
2105041,Amalienborg Slotsplads,1257,3D,12.591559,55.684092
2105042,Amalienborg Slotsplads,1257,4,12.593984,55.683566
2105043,Amalienborg Slotsplads,1257,5,12.592432,55.68444
2105044,Amalienborg Slotsplads,1257,6A,12.594422,55.683819
2105045,Amalienborg Slotsplads,1257,6B,12.594641,55.683855
2105046,Amalienborg Slotsplads,1257,6C,12.594717,55.683946
2105047,Amalienborg Slotsplads,1257,7,12.593313,55.684622
2105048,Amalienborg Slotsplads,1257,7A,12.5936,55.684785
2105049,Amalienborg Slotsplads,1257,7B,12.593111,55.684996
2105050,Amalienborg Slotsplads,1257,7C,12.593,55.685009
2105051,Amalienborg Slotsplads,1257,7D,12.592509,55.685139
2105052,Amalienborg Slotsplads,1257,7E,12.592349,55.685076
2105053,Amalienborg Slotsplads,1257,7F,12.592291,55.685006
2105054,Amalienborg Slotsplads,1257,7G,12.592234,55.684934
2105055,Amalienborg Slotsplads,1257,7H,12.592173,55.684857
2105056,Amalienborg Slotsplads,1257,7K,12.592164,55.684422
2105057,Amalienborg Slotsplads,1257,8,12.593994,55.684446
2242819,Amalienborg Slotsplads,1257,6,12.594309,55.683943
