idx,street,postcode,housenumber,lon,lat
42722,Silkegade,1113,1,12.579443,55.679858
42723,Silkegade,1113,3,12.579652,55.67991
42724,Silkegade,1113,4,12.579563,55.679762
42725,Silkegade,1113,5,12.579876,55.679977
42726,Silkegade,1113,6,12.579956,55.679865
42727,Silkegade,1113,7,12.580007,55.680016
42728,Silkegade,1113,8,12.58034,55.679977
42729,Silkegade,1113,13,12.580297,55.680096
803239,Silkegade,1113,15,12.580349,55.680143
803240,Silkegade,1113,17,12.580195,55.680309
803241,Silkegade,1113,19,12.579996,55.680421
803242,Silkegade,1113,21,12.580496,55.680148
803243,Silkegade,1113,23,12.580616,55.680183
2219158,Silkegade,1113,11,12.58015,55.680052
