idx,street,postcode,housenumber,lon,lat
437008,Bakketoppen,8355,1,10.090047,56.037117
437009,Bakketoppen,8355,3,10.089873,56.03697
437010,Bakketoppen,8355,4,10.089322,56.037137
437011,Bakketoppen,8355,5,10.089758,56.036769
437012,Bakketoppen,8355,6,10.089109,56.037018
437013,Bakketoppen,8355,7,10.089591,56.036587
437014,Bakketoppen,8355,8,10.088959,56.03679
437015,Bakketoppen,8355,9,10.089329,56.036423
437016,Bakketoppen,8355,10,10.088871,56.036588
437017,Bakketoppen,8355,11,10.089106,56.036245
437018,Bakketoppen,8355,12,10.088628,56.036361
437019,Bakketoppen,8355,13,10.088905,56.036071
437020,Bakketoppen,8355,14,10.088452,56.036179
437021,Bakketoppen,8355,15,10.088715,56.035902
437022,Bakketoppen,8355,16,10.088267,56.036019
437023,Bakketoppen,8355,17,10.088669,56.035656
437024,Bakketoppen,8355,18,10.08803,56.035841
437290,Balskildevej,8355,1,10.108515,56.025932
437291,Balskildevej,8355,1A,10.10869,56.025778
437292,Balskildevej,8355,2,10.110471,56.025667
437293,Balskildevej,8355,3,10.109095,56.025805
437294,Balskildevej,8355,4,10.113727,56.025714
437295,Balskildevej,8355,4A,10.113996,56.025541
437296,Balskildevej,8355,4B,10.120955,56.025163
437297,Balskildevej,8355,5,10.109426,56.025784
437298,Balskildevej,8355,7,10.109723,56.025813
437299,Balskildevej,8355,8,10.117086,56.027247
437300,Balskildevej,8355,9,10.109969,56.025802
437301,Balskildevej,8355,10,10.117793,56.027492
437302,Balskildevej,8355,11,10.111498,56.025936
437303,Balskildevej,8355,12,10.119811,56.027488
437304,Balskildevej,8355,13,10.11253,56.02603
437306,Balskildevej,8355,15,10.114889,56.026827
437307,Balskildevej,8355,17,10.114456,56.027406
437308,Balskildevej,8355,19,10.114544,56.025958
437309,Balskildevej,8355,21,10.116081,56.02815
437310,Balskildevej,8355,21A,10.117073,56.027858
437311,Balskildevej,8355,23,10.117041,56.028137
438634,Birkevangen,8355,1,10.097543,56.043583
438635,Birkevangen,8355,3,10.097068,56.043637
438636,Birkevangen,8355,4,10.095789,56.043698
438637,Birkevangen,8355,5,10.096626,56.043686
438638,Birkevangen,8355,6,10.095517,56.043588
438639,Birkevangen,8355,7,10.096653,56.043977
438640,Birkevangen,8355,8,10.095288,56.043405
438641,Birkevangen,8355,9,10.097131,56.043996
438642,Birkevangen,8355,10,10.095559,56.04321
438643,Birkevangen,8355,11,10.097625,56.043861
438644,Birkevangen,8355,12,10.095733,56.04275
438645,Birkevangen,8355,13,10.098007,56.043831
438646,Birkevangen,8355,14,10.09598,56.042564
438647,Birkevangen,8355,15,10.098385,56.043836
438648,Birkevangen,8355,16,10.096315,56.042399
438649,Birkevangen,8355,17,10.098762,56.043855
438650,Birkevangen,8355,18,10.096161,56.042895
438651,Birkevangen,8355,19,10.099279,56.043851
438652,Birkevangen,8355,20,10.096124,56.043245
438653,Birkevangen,8355,21,10.099707,56.043762
438654,Birkevangen,8355,22,10.096172,56.043452
438655,Birkevangen,8355,23,10.099709,56.043465
